message_id,user_id,server_id,channel_id,sent_ts,char_count
m_000002292,u_000342,s_00137,c_000145,2025-02-10 23:11:27,83
m_000002293,u_000822,s_00056,c_001008,2025-02-09 19:48:56,130
m_000002294,u_001789,s_00039,c_000152,2025-01-18 16:07:11,148
m_000002295,u_000936,s_00006,c_001045,2025-01-04 14:19:36,21
m_000002296,u_001851,s_00093,c_000896,2025-01-30 22:00:51,31
m_000002297,u_001348,s_00015,c_000687,2025-02-10 19:26:21,72
m_000002298,u_000326,s_00146,c_000173,2025-01-13 14:57:29,218
m_000002299,u_000903,s_00014,c_000335,2025-01-31 18:36:24,97
m_000002300,u_000717,s_00106,c_000244,2025-02-24 23:29:33,193
m_000002301,u_001892,s_00000,c_000473,2025-02-12 23:00:59,104
m_000002302,u_000662,s_00097,c_000242,2025-02-21 20:20:54,241
m_000002303,u_000954,s_00031,c_000220,2025-01-02 21:51:17,138
m_000002304,u_001371,s_00126,c_000395,2025-02-26 18:28:06,199
m_000002305,u_001916,s_00003,c_000004,2025-02-27 18:32:42,267
m_000002306,u_001083,s_00053,c_001089,2025-02-09 15:09:49,21
m_000002307,u_001689,s_00088,c_001007,2025-02-04 17:24:18,206
m_000002308,u_000224,s_00036,c_000323,2025-01-11 21:56:59,128
m_000002309,u_001771,s_00113,c_000233,2025-02-10 23:02:01,131
m_000002310,u_000402,s_00014,c_001048,2025-02-07 21:44:02,54
m_000002311,u_001518,s_00040,c_000094,2025-02-18 23:47:58,122
m_000002312,u_001061,s_00099,c_000917,2025-01-12 11:09:00,10
m_000002313,u_001200,s_00057,c_000158,2025-01-03 21:08:43,124
m_000002314,u_000177,s_00117,c_000090,2025-01-29 21:33:14,244
m_000002315,u_001058,s_00149,c_001111,2025-01-10 16:50:59,212
m_000002316,u_000165,s_00145,c_000658,2025-02-22 19:11:03,217
m_000002317,u_001095,s_00118,c_000435,2025-01-10 23:27:59,176
m_000002318,u_000794,s_00076,c_000054,2025-01-12 21:59:26,201
m_000002319,u_000388,s_00002,c_000777,2025-01-10 18:09:31,220
m_000002320,u_000966,s_00145,c_000678,2025-02-22 23:12:58,162
m_000002321,u_000418,s_00015,c_000037,2025-01-06 20:05:34,54
m_000002322,u_000155,s_00129,c_000855,2025-01-29 23:49:44,115
m_000002323,u_000066,s_00052,c_000634,2025-02-25 18:21:20,14
m_000002324,u_000671,s_00132,c_001029,2025-01-19 20:25:11,80
m_000002325,u_001479,s_00136,c_000896,2025-01-21 23:30:40,171
m_000002326,u_001145,s_00148,c_000717,2025-02-10 16:09:25,41
m_000002327,u_000241,s_00037,c_000078,2025-01-07 23:56:57,166
m_000002328,u_000872,s_00090,c_000250,2025-02-03 17:30:24,232
m_000002329,u_001157,s_00112,c_000358,2025-02-12 22:10:48,112
m_000002330,u_000457,s_00008,c_001137,2025-01-25 22:34:33,209
m_000002331,u_000263,s_00138,c_000386,2025-01-22 15:16:09,149
m_000002332,u_000488,s_00080,c_000627,2025-01-10 13:03:26,248
m_000002333,u_000123,s_00008,c_001064,2025-01-13 14:15:54,24
m_000002334,u_000475,s_00088,c_000038,2025-01-18 19:10:15,244
m_000002335,u_001059,s_00045,c_000798,2025-02-25 22:12:14,140
m_000002336,u_001594,s_00139,c_001065,2025-01-10 18:45:40,239
m_000002337,u_001739,s_00037,c_001038,2025-02-20 17:01:40,31
m_000002338,u_001339,s_00025,c_000609,2025-01-20 17:22:15,249
m_000002339,u_000700,s_00139,c_000450,2025-02-05 19:51:06,74
m_000002340,u_001859,s_00073,c_000221,2025-02-17 18:57:21,157
m_000002341,u_001829,s_00044,c_000709,2025-01-30 18:23:51,208
m_000002342,u_000703,s_00115,c_001079,2025-02-27 15:03:21,150
m_000002343,u_000017,s_00127,c_000621,2025-01-07 16:21:05,270
m_000002344,u_000852,s_00032,c_000792,2025-02-08 23:58:24,48
m_000002345,u_000917,s_00140,c_000331,2025-01-29 17:40:27,216
m_000002346,u_001347,s_00136,c_000889,2025-02-01 23:21:43,114
m_000002347,u_000277,s_00069,c_000506,2025-01-25 20:19:18,87
m_000002348,u_001080,s_00043,c_000432,2025-02-20 23:22:33,14
m_000002349,u_000615,s_00068,c_000293,2025-01-31 20:48:04,73
m_000002350,u_000977,s_00084,c_000788,2025-02-20 22:13:02,197
m_000002351,u_000042,s_00006,c_000019,2025-01-25 15:15:34,48
m_000002352,u_001048,s_00044,c_001114,2025-01-03 14:30:37,258
m_000002353,u_000068,s_00022,c_001161,2025-02-01 23:26:41,254
m_000002354,u_001700,s_00081,c_001146,2025-03-01 23:33:10,191
m_000002355,u_001415,s_00012,c_001149,2025-02-04 14:13:16,53
m_000002356,u_001831,s_00089,c_001008,2025-02-26 22:47:11,66
m_000002357,u_001304,s_00025,c_000989,2025-01-06 22:51:31,254
m_000002358,u_001950,s_00046,c_000507,2025-02-10 23:34:52,205
m_000002359,u_000404,s_00131,c_000209,2025-01-13 16:44:21,29
m_000002360,u_000010,s_00129,c_000006,2025-01-04 19:21:06,171
m_000002361,u_001791,s_00142,c_000024,2025-01-28 17:35:33,186
m_000002362,u_001314,s_00003,c_000845,2025-02-09 20:54:32,217
m_000002363,u_001366,s_00026,c_000235,2025-02-24 18:32:36,94
m_000002364,u_000570,s_00120,c_000186,2025-02-03 22:51:36,98
m_000002365,u_000662,s_00067,c_001045,2025-02-26 14:20:02,141
m_000002366,u_001350,s_00064,c_000185,2025-02-04 20:46:00,67
m_000002367,u_000796,s_00012,c_000183,2025-02-04 14:38:07,204
m_000002368,u_000143,s_00115,c_000569,2025-01-13 23:18:12,19
m_000002369,u_000574,s_00010,c_000280,2025-02-04 18:18:34,267
m_000002370,u_000752,s_00046,c_000088,2025-02-28 19:46:44,246
m_000002371,u_001653,s_00123,c_000829,2025-02-01 23:08:01,49
m_000002372,u_000676,s_00110,c_000620,2025-02-07 20:09:15,1
m_000002373,u_000974,s_00144,c_000572,2025-01-18 20:18:14,212
m_000002374,u_001188,s_00051,c_000287,2025-02-24 17:45:00,278
m_000002375,u_000259,s_00144,c_000784,2025-01-28 19:29:15,82
m_000002376,u_001157,s_00112,c_000677,2025-01-24 16:26:50,33
m_000002377,u_000388,s_00022,c_000675,2025-02-04 15:13:48,157
m_000002378,u_001748,s_00002,c_001118,2025-02-10 21:37:01,72
m_000002379,u_000582,s_00075,c_000686,2025-02-21 14:48:02,215
m_000002380,u_000596,s_00145,c_001110,2025-02-02 19:02:13,6
m_000002381,u_000788,s_00021,c_001047,2025-01-21 20:33:12,239
m_000002382,u_000708,s_00002,c_000126,2025-01-19 21:03:16,33
m_000002383,u_001177,s_00019,c_000261,2025-01-13 10:43:24,10
m_000002384,u_001435,s_00131,c_000823,2025-01-17 17:28:23,247
m_000002385,u_001922,s_00049,c_000167,2025-01-09 23:42:28,178
m_000002386,u_001766,s_00075,c_000872,2025-02-16 22:25:42,270
m_000002387,u_000513,s_00012,c_000485,2025-01-20 20:15:58,83
m_000002388,u_001198,s_00060,c_000370,2025-02-28 17:17:41,119
m_000002389,u_000643,s_00084,c_000641,2025-01-31 19:33:16,94
m_000002390,u_001601,s_00019,c_000353,2025-01-07 21:38:08,220
m_000002391,u_000043,s_00088,c_000588,2025-03-01 18:53:22,219
m_000002392,u_001985,s_00037,c_000914,2025-02-10 22:55:33,99
m_000002393,u_000728,s_00054,c_000647,2025-01-12 23:01:23,124
m_000002394,u_001476,s_00012,c_001180,2025-02-15 18:50:30,101
m_000002395,u_001344,s_00015,c_000583,2025-01-03 22:11:59,67
m_000002396,u_000717,s_00127,c_000977,2025-01-06 17:34:28,17
m_000002397,u_001919,s_00129,c_000621,2025-01-17 18:05:10,73
m_000002398,u_000523,s_00014,c_001009,2025-02-11 22:46:00,203
m_000002399,u_001465,s_00052,c_001118,2025-02-06 23:05:33,127
m_000002400,u_001846,s_00078,c_001055,2025-01-20 19:44:13,220
m_000002401,u_000227,s_00119,c_000059,2025-02-27 23:09:51,191
m_000002402,u_001823,s_00139,c_000181,2025-02-13 17:33:01,273
m_000002403,u_001769,s_00067,c_001129,2025-02-10 23:57:47,130
m_000002404,u_000742,s_00135,c_000944,2025-01-03 23:07:11,34
m_000002405,u_001668,s_00141,c_000704,2025-02-17 23:25:17,271
m_000002406,u_000010,s_00058,c_000771,2025-01-09 18:02:07,118
m_000002407,u_000363,s_00067,c_000057,2025-02-07 22:52:18,152
m_000002408,u_001497,s_00149,c_000611,2025-01-17 20:51:11,239
m_000002409,u_001860,s_00069,c_000064,2025-02-27 19:36:22,231
m_000002410,u_000242,s_00060,c_000754,2025-02-28 19:35:02,56
m_000002411,u_001418,s_00012,c_000685,2025-02-05 14:17:36,70
m_000002412,u_000196,s_00146,c_000770,2025-01-30 19:59:26,33
m_000002413,u_001560,s_00036,c_000826,2025-02-10 18:54:12,29
m_000002414,u_001782,s_00035,c_001199,2025-02-22 19:18:14,266
m_000002415,u_000906,s_00073,c_000624,2025-03-01 15:46:18,186
m_000002416,u_000192,s_00130,c_000974,2025-02-25 18:24:49,257
m_000002417,u_000386,s_00093,c_000538,2025-02-03 21:33:50,112
m_000002418,u_001002,s_00051,c_000895,2025-01-07 16:09:25,184
m_000002419,u_001590,s_00106,c_000332,2025-01-15 21:24:49,226
m_000002420,u_001029,s_00071,c_000519,2025-01-23 20:40:17,155
m_000002421,u_000940,s_00089,c_000727,2025-02-26 18:12:46,4
m_000002422,u_001191,s_00002,c_001163,2025-01-21 22:09:56,7
m_000002423,u_001929,s_00085,c_001077,2025-02-03 23:40:36,279
m_000002424,u_001572,s_00149,c_000322,2025-02-14 18:12:05,192
m_000002425,u_000290,s_00076,c_000506,2025-02-18 17:59:19,230
m_000002426,u_000379,s_00023,c_000093,2025-01-15 22:52:07,130
m_000002427,u_000699,s_00122,c_000834,2025-01-25 17:08:07,119
m_000002428,u_000530,s_00132,c_000083,2025-02-23 15:32:40,1
m_000002429,u_001457,s_00107,c_000020,2025-02-27 22:41:59,43
m_000002430,u_001979,s_00019,c_000889,2025-02-04 17:08:41,1
m_000002431,u_001136,s_00115,c_000539,2025-02-17 22:42:42,31
m_000002432,u_001769,s_00128,c_000220,2025-01-31 14:08:00,193
m_000002433,u_000851,s_00104,c_000914,2025-02-08 20:39:54,27
m_000002434,u_001366,s_00026,c_000932,2025-03-01 20:09:15,211
m_000002435,u_001394,s_00056,c_001010,2025-02-15 23:04:54,189
m_000002436,u_000575,s_00128,c_000976,2025-02-16 13:59:51,227
m_000002437,u_001453,s_00124,c_000644,2025-02-19 14:21:28,25
m_000002438,u_001063,s_00075,c_001134,2025-01-01 23:11:47,272
m_000002439,u_001146,s_00090,c_000679,2025-02-21 19:36:58,46
m_000002440,u_000494,s_00027,c_000834,2025-02-06 15:37:38,267
m_000002441,u_000623,s_00021,c_000166,2025-02-03 21:18:12,137
m_000002442,u_001710,s_00120,c_000650,2025-02-26 17:16:50,247
m_000002443,u_001228,s_00093,c_000354,2025-02-12 17:47:39,32
m_000002444,u_000249,s_00091,c_000961,2025-02-05 23:22:25,21
m_000002445,u_001081,s_00034,c_000800,2025-02-28 18:51:09,46
m_000002446,u_001228,s_00036,c_000841,2025-02-04 12:59:18,243
m_000002447,u_001588,s_00103,c_000920,2025-02-04 18:56:35,174
m_000002448,u_001699,s_00116,c_000753,2025-01-07 16:13:42,151
m_000002449,u_001302,s_00072,c_000098,2025-01-01 10:33:27,164
m_000002450,u_000022,s_00010,c_000276,2025-01-24 22:23:56,80
m_000002451,u_000979,s_00039,c_001153,2025-01-01 23:40:19,69
m_000002452,u_000400,s_00134,c_000831,2025-02-04 21:36:41,100
m_000002453,u_000032,s_00039,c_001144,2025-02-16 19:50:14,2
m_000002454,u_001837,s_00138,c_000083,2025-01-20 18:35:28,171
m_000002455,u_000320,s_00012,c_000225,2025-01-03 19:54:28,197
m_000002456,u_000482,s_00149,c_000798,2025-02-22 23:32:50,171
m_000002457,u_000662,s_00089,c_000054,2025-02-10 11:25:03,75
m_000002458,u_000917,s_00012,c_000083,2025-01-06 19:09:05,109
m_000002459,u_001194,s_00089,c_000409,2025-02-23 23:40:51,47
m_000002460,u_000606,s_00117,c_000812,2025-01-28 14:29:22,264
m_000002461,u_001577,s_00029,c_001150,2025-02-03 23:12:53,239
m_000002462,u_000301,s_00120,c_001168,2025-02-18 23:11:51,91
m_000002463,u_001912,s_00144,c_000531,2025-01-14 17:47:07,217
m_000002464,u_001708,s_00124,c_000881,2025-01-12 14:58:29,52
m_000002465,u_001191,s_00121,c_000376,2025-02-25 17:56:20,125
m_000002466,u_000090,s_00084,c_000847,2025-01-07 21:34:28,211
m_000002467,u_001445,s_00022,c_001073,2025-01-31 23:15:16,29
m_000002468,u_001398,s_00012,c_000759,2025-01-16 16:00:03,138
m_000002469,u_001234,s_00011,c_000161,2025-01-11 17:36:52,151
m_000002470,u_000549,s_00096,c_000335,2025-02-23 19:09:35,58
m_000002471,u_000846,s_00116,c_001129,2025-01-25 20:07:07,220
m_000002472,u_000811,s_00110,c_000946,2025-02-28 19:11:24,203
m_000002473,u_001208,s_00141,c_000970,2025-02-16 13:56:20,200
m_000002474,u_000650,s_00035,c_000060,2025-02-08 15:18:40,153
m_000002475,u_000782,s_00105,c_000460,2025-02-04 23:24:31,89
m_000002476,u_001806,s_00000,c_000619,2025-01-09 23:48:30,52
m_000002477,u_000892,s_00076,c_000944,2025-02-03 14:14:03,53
m_000002478,u_001181,s_00087,c_000124,2025-02-27 23:07:43,54
m_000002479,u_001812,s_00005,c_000907,2025-01-03 10:55:14,140
m_000002480,u_001882,s_00092,c_000735,2025-02-20 21:41:25,130
m_000002481,u_001119,s_00100,c_000695,2025-01-26 18:09:40,12
m_000002482,u_000519,s_00073,c_001035,2025-01-27 21:52:53,168
m_000002483,u_000191,s_00096,c_000937,2025-02-11 14:12:53,229
m_000002484,u_001714,s_00111,c_000855,2025-02-16 23:08:54,9
m_000002485,u_001038,s_00087,c_000600,2025-01-11 18:30:56,259
m_000002486,u_001124,s_00028,c_001166,2025-02-12 16:31:39,27
m_000002487,u_001896,s_00146,c_001010,2025-02-28 18:36:58,208
m_000002488,u_000725,s_00146,c_000358,2025-01-15 22:13:42,257
m_000002489,u_000191,s_00092,c_000951,2025-01-02 19:12:10,260
m_000002490,u_001340,s_00060,c_000683,2025-01-16 21:11:37,133
m_000002491,u_001936,s_00095,c_001087,2025-01-16 22:10:54,255
m_000002492,u_000326,s_00146,c_000448,2025-01-29 17:44:51,31
m_000002493,u_001970,s_00102,c_000957,2025-01-03 17:58:34,15
m_000002494,u_001073,s_00030,c_000312,2025-02-04 23:44:37,7
m_000002495,u_001114,s_00061,c_001105,2025-01-16 14:05:53,69
m_000002496,u_001911,s_00098,c_000207,2025-02-03 11:44:29,100
m_000002497,u_000653,s_00029,c_000213,2025-01-19 16:00:22,206
m_000002498,u_001479,s_00090,c_001176,2025-02-24 18:45:28,127
m_000002499,u_000014,s_00107,c_000332,2025-01-29 22:04:12,266
m_000002500,u_001336,s_00006,c_000622,2025-03-01 17:49:44,212
m_000002501,u_000027,s_00113,c_000542,2025-02-21 23:31:18,176
m_000002502,u_000006,s_00009,c_000944,2025-02-14 17:16:27,97
m_000002503,u_000758,s_00001,c_000291,2025-01-19 21:32:29,38
m_000002504,u_000728,s_00136,c_000405,2025-02-20 23:01:25,46
m_000002505,u_001560,s_00110,c_001076,2025-01-13 17:43:06,210
m_000002506,u_001772,s_00117,c_001102,2025-02-18 23:15:40,262
m_000002507,u_001877,s_00140,c_000215,2025-01-13 15:13:48,213
m_000002508,u_001238,s_00146,c_000585,2025-02-01 20:44:45,152
m_000002509,u_000294,s_00125,c_000550,2025-01-06 20:14:58,225
m_000002510,u_001335,s_00149,c_000616,2025-02-04 20:20:58,163
m_000002511,u_000960,s_00134,c_000625,2025-01-09 20:35:12,16
m_000002512,u_001050,s_00026,c_000058,2025-02-21 20:03:27,220
m_000002513,u_000991,s_00103,c_001047,2025-01-18 07:27:58,133
m_000002514,u_001756,s_00081,c_000297,2025-03-01 20:28:57,113
m_000002515,u_000742,s_00034,c_000310,2025-01-14 13:10:08,49
m_000002516,u_001922,s_00044,c_000973,2025-02-15 17:39:25,15
m_000002517,u_001072,s_00124,c_001163,2025-01-05 23:13:37,113
m_000002518,u_001365,s_00149,c_001082,2025-02-03 21:52:37,118
m_000002519,u_001840,s_00043,c_000350,2025-02-27 23:25:15,147
m_000002520,u_001622,s_00006,c_000894,2025-01-14 21:01:43,43
m_000002521,u_000861,s_00005,c_000195,2025-01-05 16:37:20,188
m_000002522,u_000394,s_00033,c_000484,2025-02-06 14:29:33,252
m_000002523,u_000263,s_00041,c_000304,2025-02-14 23:15:25,241
m_000002524,u_000713,s_00019,c_000272,2025-01-17 15:55:25,122
m_000002525,u_001325,s_00116,c_001057,2025-01-16 15:31:37,152
m_000002526,u_001589,s_00053,c_001066,2025-02-05 20:07:32,245
m_000002527,u_000060,s_00086,c_000182,2025-02-03 23:59:33,248
m_000002528,u_000911,s_00034,c_000443,2025-01-17 20:16:01,237
m_000002529,u_001873,s_00115,c_000038,2025-01-01 18:40:56,121
m_000002530,u_001637,s_00041,c_000990,2025-01-24 16:32:43,216
m_000002531,u_001873,s_00067,c_000349,2025-01-01 21:36:50,99
m_000002532,u_001907,s_00080,c_000718,2025-02-18 12:42:32,123
m_000002533,u_000176,s_00019,c_000653,2025-01-21 14:31:59,273
m_000002534,u_001354,s_00003,c_000237,2025-01-05 16:51:44,270
m_000002535,u_001093,s_00148,c_000427,2025-02-12 16:58:10,73
m_000002536,u_000940,s_00083,c_000133,2025-02-13 17:23:55,95
m_000002537,u_001587,s_00097,c_000192,2025-02-28 23:20:31,28
m_000002538,u_001861,s_00045,c_001017,2025-02-15 23:02:23,16
m_000002539,u_000915,s_00087,c_000437,2025-01-28 16:30:39,64
m_000002540,u_001293,s_00121,c_000544,2025-01-22 18:43:05,169
m_000002541,u_000943,s_00108,c_000831,2025-02-10 16:22:40,237
m_000002542,u_001268,s_00123,c_001053,2025-01-11 17:45:18,151
m_000002543,u_001933,s_00149,c_000523,2025-02-04 21:08:59,171
m_000002544,u_001613,s_00019,c_001045,2025-01-20 23:22:37,239
m_000002545,u_000452,s_00127,c_000687,2025-02-26 23:51:24,59
m_000002546,u_001727,s_00042,c_000061,2025-01-11 20:09:23,246
m_000002547,u_001045,s_00075,c_001136,2025-02-03 12:13:24,72
m_000002548,u_001161,s_00124,c_000314,2025-01-18 14:03:53,28
m_000002549,u_000220,s_00071,c_000897,2025-01-17 12:44:35,201
m_000002550,u_000873,s_00064,c_001045,2025-02-11 23:57:16,227
m_000002551,u_000593,s_00055,c_000964,2025-02-12 17:15:22,233
m_000002552,u_000167,s_00073,c_000730,2025-02-20 20:04:26,277
m_000002553,u_001696,s_00081,c_000345,2025-02-21 23:58:41,202
m_000002554,u_000247,s_00116,c_000775,2025-02-23 15:22:45,240
m_000002555,u_001423,s_00077,c_000613,2025-02-20 18:03:09,68
m_000002556,u_001477,s_00147,c_000794,2025-01-08 20:43:22,91
m_000002557,u_001213,s_00135,c_000413,2025-02-18 14:44:57,27
m_000002558,u_001672,s_00124,c_000825,2025-02-23 23:26:59,104
m_000002559,u_000217,s_00083,c_000581,2025-01-06 23:33:23,144
m_000002560,u_000028,s_00125,c_001165,2025-02-18 22:30:15,201
m_000002561,u_001696,s_00108,c_000134,2025-01-28 22:45:07,264
m_000002562,u_000353,s_00050,c_000868,2025-01-22 20:01:11,227
m_000002563,u_000585,s_00089,c_000622,2025-01-26 21:20:20,137
m_000002564,u_001370,s_00146,c_000690,2025-01-28 23:35:25,64
m_000002565,u_001063,s_00029,c_000630,2025-03-01 23:53:54,140
m_000002566,u_000387,s_00121,c_000162,2025-02-22 21:18:21,89
m_000002567,u_000457,s_00118,c_000689,2025-01-09 16:23:42,44
m_000002568,u_001664,s_00034,c_000502,2025-02-24 09:39:01,133
m_000002569,u_001031,s_00049,c_000281,2025-01-28 23:42:42,102
m_000002570,u_001834,s_00010,c_001109,2025-02-21 23:56:24,73
m_000002571,u_001117,s_00130,c_000265,2025-02-13 17:32:42,15
m_000002572,u_001321,s_00039,c_000505,2025-02-12 23:03:24,90
m_000002573,u_000670,s_00019,c_000441,2025-01-04 11:15:14,75
m_000002574,u_000057,s_00082,c_000544,2025-01-24 22:05:39,76
m_000002575,u_001000,s_00058,c_000645,2025-02-23 21:49:13,82
m_000002576,u_001447,s_00034,c_000756,2025-01-21 17:06:15,240
m_000002577,u_000793,s_00057,c_000404,2025-02-12 23:38:49,41
m_000002578,u_001715,s_00101,c_000416,2025-01-22 18:20:56,41
m_000002579,u_001386,s_00028,c_000847,2025-01-09 23:19:55,152
m_000002580,u_001000,s_00009,c_000836,2025-01-26 23:54:38,18
m_000002581,u_001078,s_00077,c_000702,2025-02-11 19:24:12,277
m_000002582,u_000446,s_00081,c_000622,2025-02-25 23:07:46,69
m_000002583,u_001748,s_00024,c_000135,2025-02-08 19:01:24,44
m_000002584,u_000110,s_00083,c_000679,2025-01-28 21:01:49,23
m_000002585,u_000091,s_00127,c_000268,2025-01-08 16:13:55,98
m_000002586,u_001562,s_00120,c_000087,2025-02-22 20:54:18,252
m_000002587,u_000048,s_00008,c_000725,2025-02-27 20:48:24,141
m_000002588,u_001007,s_00140,c_000628,2025-02-01 20:31:03,223
m_000002589,u_000363,s_00103,c_000638,2025-01-31 23:56:25,116
m_000002590,u_001354,s_00089,c_000879,2025-02-19 21:57:05,222
m_000002591,u_000228,s_00070,c_000407,2025-02-02 15:36:17,75
m_000002592,u_000518,s_00108,c_000402,2025-01-09 22:34:58,26
m_000002593,u_001044,s_00113,c_000206,2025-02-11 17:08:41,226
m_000002594,u_000737,s_00046,c_000091,2025-01-12 20:30:30,276
m_000002595,u_000384,s_00129,c_001104,2025-01-13 20:42:34,97
m_000002596,u_000115,s_00066,c_000345,2025-01-15 22:08:21,28
m_000002597,u_000028,s_00006,c_000539,2025-02-05 20:30:19,225
m_000002598,u_000368,s_00059,c_001088,2025-01-11 22:47:38,204
m_000002599,u_000554,s_00141,c_000255,2025-01-20 20:21:25,273
m_000002600,u_000230,s_00122,c_000209,2025-02-19 23:17:27,52
m_000002601,u_001007,s_00058,c_000865,2025-02-22 18:34:39,24
m_000002602,u_001761,s_00123,c_000425,2025-01-19 17:50:59,247
m_000002603,u_001418,s_00136,c_000307,2025-02-23 22:24:28,166
m_000002604,u_000600,s_00059,c_000935,2025-01-20 18:57:16,43
m_000002605,u_000861,s_00018,c_000318,2025-02-15 23:14:49,97
m_000002606,u_001533,s_00140,c_000006,2025-01-02 15:51:38,115
m_000002607,u_001918,s_00128,c_000992,2025-01-11 20:16:44,235
m_000002608,u_001094,s_00119,c_001164,2025-01-20 21:50:48,212
m_000002609,u_000383,s_00087,c_001089,2025-01-29 15:07:32,127
m_000002610,u_001728,s_00093,c_000138,2025-02-02 21:15:19,59
m_000002611,u_001018,s_00028,c_000561,2025-02-27 12:30:13,99
m_000002612,u_000057,s_00021,c_001061,2025-01-04 20:03:46,23
m_000002613,u_000498,s_00043,c_000758,2025-01-22 23:15:55,216
m_000002614,u_001058,s_00149,c_000358,2025-01-25 16:34:50,27
m_000002615,u_001603,s_00025,c_000433,2025-01-20 19:38:43,218
m_000002616,u_001698,s_00116,c_000376,2025-01-30 16:03:46,189
m_000002617,u_000361,s_00077,c_000760,2025-01-14 22:22:55,164
m_000002618,u_001435,s_00149,c_000783,2025-01-27 23:39:26,192
m_000002619,u_001916,s_00077,c_000873,2025-01-05 22:46:34,8
m_000002620,u_001589,s_00092,c_000333,2025-01-10 23:36:17,126
m_000002621,u_001423,s_00022,c_000865,2025-01-05 17:20:29,156
m_000002622,u_001584,s_00085,c_000527,2025-02-06 19:06:32,23
m_000002623,u_001108,s_00043,c_000048,2025-01-11 15:55:10,133
m_000002624,u_001204,s_00089,c_000937,2025-02-21 16:57:41,64
m_000002625,u_001058,s_00061,c_000118,2025-01-25 19:33:30,8
m_000002626,u_001902,s_00091,c_000011,2025-01-16 23:59:54,41
m_000002627,u_000711,s_00023,c_000849,2025-02-03 16:34:44,33
m_000002628,u_001547,s_00016,c_000104,2025-01-04 21:50:14,85
m_000002629,u_000037,s_00092,c_000638,2025-02-01 16:30:08,197
m_000002630,u_000819,s_00079,c_000402,2025-02-02 15:45:10,62
m_000002631,u_001820,s_00063,c_001131,2025-01-26 23:49:44,121
m_000002632,u_000477,s_00054,c_000371,2025-02-14 23:15:27,44
m_000002633,u_001583,s_00042,c_000124,2025-02-22 16:53:43,107
m_000002634,u_000993,s_00098,c_000163,2025-02-13 18:13:14,195
m_000002635,u_000258,s_00112,c_001187,2025-02-19 20:19:26,53
m_000002636,u_000203,s_00043,c_001154,2025-01-26 16:53:51,242
m_000002637,u_000235,s_00033,c_000160,2025-01-24 22:35:07,105
m_000002638,u_000917,s_00062,c_000403,2025-01-04 13:54:11,28
m_000002639,u_000603,s_00017,c_000037,2025-01-31 17:15:11,125
m_000002640,u_001777,s_00135,c_000985,2025-02-26 18:10:24,206
m_000002641,u_001518,s_00119,c_001078,2025-02-23 21:47:28,21
m_000002642,u_000272,s_00090,c_000847,2025-01-07 23:22:15,34
m_000002643,u_000994,s_00123,c_000604,2025-01-12 15:06:52,104
m_000002644,u_001524,s_00094,c_000443,2025-02-23 19:47:57,91
m_000002645,u_001304,s_00055,c_000344,2025-01-22 22:56:51,160
m_000002646,u_000015,s_00048,c_000855,2025-02-04 19:46:56,234
m_000002647,u_000010,s_00131,c_000686,2025-02-05 19:19:59,157
m_000002648,u_001160,s_00126,c_000558,2025-01-25 23:58:25,244
m_000002649,u_001837,s_00039,c_000453,2025-01-27 12:38:08,254
m_000002650,u_000094,s_00125,c_000876,2025-02-20 19:57:13,205
m_000002651,u_000317,s_00069,c_001186,2025-02-03 20:56:44,76
m_000002652,u_000363,s_00131,c_000146,2025-02-28 19:38:24,265
m_000002653,u_000623,s_00118,c_000928,2025-01-03 16:00:58,70
m_000002654,u_001769,s_00055,c_000544,2025-01-08 23:49:38,116
m_000002655,u_001888,s_00135,c_000787,2025-01-30 21:08:42,7
m_000002656,u_000599,s_00145,c_000958,2025-02-10 06:22:14,213
m_000002657,u_001452,s_00008,c_000386,2025-02-27 22:13:33,249
m_000002658,u_000017,s_00089,c_000240,2025-02-26 19:32:29,248
m_000002659,u_001011,s_00048,c_000031,2025-02-26 23:04:28,122
m_000002660,u_001249,s_00067,c_001158,2025-01-28 23:29:33,143
m_000002661,u_001721,s_00090,c_000956,2025-02-11 20:50:30,257
m_000002662,u_001637,s_00007,c_000862,2025-01-17 16:26:26,194
m_000002663,u_000112,s_00132,c_000057,2025-02-26 23:38:15,227
m_000002664,u_000805,s_00135,c_001107,2025-02-21 23:57:25,45
m_000002665,u_000143,s_00028,c_000135,2025-02-15 21:25:54,42
m_000002666,u_000015,s_00045,c_000348,2025-02-10 19:29:07,101
m_000002667,u_000295,s_00067,c_000706,2025-01-12 23:10:58,98
m_000002668,u_001856,s_00040,c_000014,2025-02-12 16:06:39,239
m_000002669,u_000517,s_00055,c_000908,2025-02-11 20:58:28,207
m_000002670,u_001464,s_00110,c_001112,2025-01-19 18:39:50,46
m_000002671,u_001408,s_00086,c_000490,2025-03-01 22:22:59,138
m_000002672,u_001728,s_00093,c_000145,2025-01-21 19:43:47,39
m_000002673,u_001058,s_00118,c_000706,2025-02-09 19:05:12,160
m_000002674,u_001944,s_00035,c_000933,2025-02-28 22:02:19,99
m_000002675,u_000838,s_00143,c_001168,2025-02-18 23:34:57,6
m_000002676,u_001567,s_00016,c_000326,2025-02-16 22:52:10,203
m_000002677,u_001559,s_00005,c_000337,2025-02-11 23:06:39,171
m_000002678,u_001077,s_00042,c_000099,2025-01-05 23:33:34,258
m_000002679,u_000617,s_00118,c_000052,2025-01-03 18:12:25,254
