voice_session_id,user_id,server_id,started_ts,ended_ts
v_000002248,u_001619,s_00094,2025-01-29 17:01:38,2025-01-29 17:11:38
v_000002249,u_000202,s_00095,2025-01-02 23:15:42,2025-01-02 23:30:42
v_000002250,u_001563,s_00069,2025-01-16 22:47:23,2025-01-16 23:16:23
v_000002251,u_000858,s_00131,2025-02-09 16:21:22,2025-02-09 16:28:22
v_000002252,u_000588,s_00133,2025-02-22 23:47:10,2025-02-23 01:00:10
v_000002253,u_001983,s_00055,2025-02-04 14:19:46,2025-02-04 14:34:46
v_000002254,u_001422,s_00043,2025-01-12 23:39:44,2025-01-12 23:45:44
v_000002255,u_001898,s_00086,2025-01-26 14:41:26,2025-01-26 14:44:26
v_000002256,u_001328,s_00033,2025-01-04 18:02:38,2025-01-04 18:03:38
v_000002257,u_001831,s_00115,2025-02-12 20:23:17,2025-02-12 21:10:17
v_000002258,u_001737,s_00039,2025-01-09 12:02:57,2025-01-09 12:04:57
v_000002259,u_000448,s_00015,2025-01-18 18:11:24,2025-01-18 18:40:24
v_000002260,u_000560,s_00146,2025-01-24 18:28:49,2025-01-24 18:41:49
v_000002261,u_000751,s_00008,2025-02-28 19:12:25,2025-02-28 19:23:25
v_000002262,u_000252,s_00130,2025-01-31 22:21:22,2025-01-31 22:57:22
v_000002263,u_000198,s_00090,2025-02-22 23:31:51,2025-02-23 00:12:51
v_000002264,u_001377,s_00107,2025-02-21 18:03:10,2025-02-21 18:06:10
v_000002265,u_000378,s_00142,2025-02-17 15:23:10,2025-02-17 15:48:10
v_000002266,u_000389,s_00100,2025-01-06 21:09:13,2025-01-06 21:24:13
v_000002267,u_000746,s_00037,2025-01-18 23:50:57,2025-01-18 23:59:57
v_000002268,u_001338,s_00141,2025-01-02 15:48:21,2025-01-02 15:58:21
v_000002269,u_001258,s_00052,2025-02-12 15:25:35,2025-02-12 15:27:35
v_000002270,u_001511,s_00112,2025-01-16 22:47:52,2025-01-16 22:57:52
v_000002271,u_000886,s_00061,2025-02-27 11:49:20,2025-02-27 11:50:20
v_000002272,u_000765,s_00076,2025-02-22 21:18:39,2025-02-22 21:22:39
v_000002273,u_001726,s_00040,2025-01-18 14:18:11,2025-01-18 15:15:11
v_000002274,u_001270,s_00046,2025-01-13 14:18:48,2025-01-13 14:33:48
v_000002275,u_000303,s_00038,2025-02-21 17:37:48,2025-02-21 18:05:48
v_000002276,u_000982,s_00138,2025-01-22 18:03:22,2025-01-22 19:10:22
v_000002277,u_001700,s_00118,2025-01-15 17:50:08,2025-01-15 18:39:08
v_000002278,u_001280,s_00076,2025-02-10 21:23:11,2025-02-10 21:28:11
v_000002279,u_000868,s_00114,2025-02-09 23:06:56,2025-02-09 23:12:56
v_000002280,u_001659,s_00131,2025-01-10 11:30:41,2025-01-10 11:31:41
v_000002281,u_000530,s_00012,2025-01-18 13:06:23,2025-01-18 13:30:23
v_000002282,u_000150,s_00113,2025-01-06 20:11:19,2025-01-06 21:01:19
v_000002283,u_000279,s_00144,2025-02-02 22:26:27,2025-02-02 23:01:27
v_000002284,u_000915,s_00054,2025-02-15 19:18:38,2025-02-15 19:40:38
v_000002285,u_001263,s_00045,2025-02-09 22:57:52,2025-02-09 23:05:52
v_000002286,u_000586,s_00146,2025-01-24 17:32:01,2025-01-24 18:03:01
v_000002287,u_000699,s_00010,2025-01-25 11:10:29,2025-01-25 11:48:29
v_000002288,u_000315,s_00016,2025-01-13 19:08:24,2025-01-13 19:41:24
v_000002289,u_001094,s_00037,2025-01-04 18:45:00,2025-01-04 19:00:00
v_000002290,u_000792,s_00007,2025-02-05 19:31:25,2025-02-05 19:47:25
v_000002291,u_000526,s_00061,2025-01-28 23:15:12,2025-01-28 23:22:12
v_000002292,u_001924,s_00041,2025-02-14 22:23:30,2025-02-14 22:24:30
v_000002293,u_001978,s_00112,2025-01-12 21:24:48,2025-01-12 22:13:48
v_000002294,u_000861,s_00005,2025-02-23 17:56:16,2025-02-23 18:15:16
v_000002295,u_000471,s_00005,2025-01-20 15:05:57,2025-01-20 15:06:57
v_000002296,u_001253,s_00130,2025-02-03 23:23:02,2025-02-04 00:23:02
v_000002297,u_000351,s_00085,2025-01-25 21:51:07,2025-01-25 22:15:07
v_000002298,u_001871,s_00112,2025-01-31 23:04:48,2025-01-31 23:30:48
v_000002299,u_001819,s_00076,2025-02-02 21:12:31,2025-02-02 21:21:31
v_000002300,u_000321,s_00003,2025-02-15 17:23:08,2025-02-15 18:11:08
v_000002301,u_001283,s_00102,2025-01-25 20:27:23,2025-01-25 20:39:23
v_000002302,u_001645,s_00084,2025-01-01 17:11:03,2025-01-01 17:35:03
v_000002303,u_001967,s_00106,2025-02-05 16:10:34,2025-02-05 16:26:34
v_000002304,u_000169,s_00110,2025-02-24 23:11:34,2025-02-24 23:36:34
v_000002305,u_000176,s_00068,2025-01-24 11:30:35,2025-01-24 11:57:35
v_000002306,u_000282,s_00040,2025-01-17 23:57:36,2025-01-18 00:07:36
v_000002307,u_001546,s_00104,2025-01-25 18:07:43,2025-01-25 18:51:43
v_000002308,u_001793,s_00029,2025-02-12 15:24:39,2025-02-12 15:49:39
v_000002309,u_000351,s_00060,2025-01-05 17:32:22,2025-01-05 18:01:22
v_000002310,u_000108,s_00068,2025-03-01 23:36:01,2025-03-01 23:37:01
v_000002311,u_001299,s_00110,2025-02-27 23:29:40,2025-02-27 23:39:40
v_000002312,u_000478,s_00072,2025-01-27 23:24:09,2025-01-27 23:28:09
v_000002313,u_001443,s_00020,2025-02-01 17:10:43,2025-02-01 17:11:43
v_000002314,u_001733,s_00125,2025-02-19 14:25:36,2025-02-19 14:37:36
v_000002315,u_000511,s_00141,2025-01-16 23:53:13,2025-01-16 23:54:13
v_000002316,u_000583,s_00005,2025-02-20 19:17:30,2025-02-20 19:35:30
v_000002317,u_000611,s_00085,2025-03-01 21:59:44,2025-03-01 22:25:44
v_000002318,u_000918,s_00132,2025-02-12 23:32:21,2025-02-13 00:23:21
v_000002319,u_000036,s_00062,2025-02-26 15:44:46,2025-02-26 15:57:46
v_000002320,u_001702,s_00055,2025-01-31 17:01:03,2025-01-31 17:09:03
v_000002321,u_000915,s_00054,2025-01-10 13:12:21,2025-01-10 13:28:21
v_000002322,u_001816,s_00038,2025-02-26 20:59:32,2025-02-26 21:44:32
v_000002323,u_000242,s_00006,2025-02-02 16:20:02,2025-02-02 17:01:02
v_000002324,u_000303,s_00093,2025-01-09 21:51:40,2025-01-09 21:56:40
v_000002325,u_001469,s_00047,2025-02-01 18:53:15,2025-02-01 19:05:15
v_000002326,u_000615,s_00084,2025-01-24 16:06:14,2025-01-24 16:07:14
v_000002327,u_001052,s_00021,2025-02-09 08:32:45,2025-02-09 08:36:45
v_000002328,u_001359,s_00051,2025-01-02 17:42:43,2025-01-02 18:03:43
v_000002329,u_001498,s_00054,2025-01-16 22:03:33,2025-01-16 22:11:33
v_000002330,u_001076,s_00124,2025-01-24 23:03:38,2025-01-24 23:08:38
v_000002331,u_001137,s_00115,2025-02-28 23:02:04,2025-02-28 23:10:04
v_000002332,u_000657,s_00015,2025-01-10 14:23:49,2025-01-10 14:38:49
v_000002333,u_000097,s_00006,2025-01-19 20:48:40,2025-01-19 21:14:40
v_000002334,u_000244,s_00013,2025-01-24 20:12:52,2025-01-24 20:18:52
v_000002335,u_001100,s_00061,2025-02-02 23:32:16,2025-02-02 23:45:16
v_000002336,u_001676,s_00129,2025-02-13 18:58:19,2025-02-13 19:26:19
v_000002337,u_000772,s_00110,2025-02-11 22:58:28,2025-02-11 23:36:28
v_000002338,u_001056,s_00132,2025-01-03 18:26:23,2025-01-03 19:07:23
v_000002339,u_000921,s_00105,2025-01-05 23:01:28,2025-01-05 23:02:28
v_000002340,u_000822,s_00056,2025-02-25 22:54:32,2025-02-25 22:59:32
v_000002341,u_000852,s_00032,2025-01-25 23:21:16,2025-01-26 00:12:16
v_000002342,u_001564,s_00083,2025-01-03 16:37:36,2025-01-03 17:38:36
v_000002343,u_000074,s_00047,2025-02-23 21:55:14,2025-02-23 22:08:14
v_000002344,u_000103,s_00139,2025-01-15 23:35:29,2025-01-15 23:46:29
v_000002345,u_001378,s_00007,2025-02-20 15:39:20,2025-02-20 15:46:20
v_000002346,u_000934,s_00031,2025-02-15 18:28:56,2025-02-15 18:50:56
v_000002347,u_001475,s_00039,2025-01-18 13:09:01,2025-01-18 13:12:01
v_000002348,u_000987,s_00024,2025-01-13 14:29:19,2025-01-13 14:32:19
v_000002349,u_001445,s_00105,2025-02-05 18:47:24,2025-02-05 19:22:24
v_000002350,u_000411,s_00055,2025-01-26 20:33:23,2025-01-26 20:46:23
v_000002351,u_000933,s_00133,2025-01-06 23:41:04,2025-01-07 00:06:04
v_000002352,u_001796,s_00086,2025-02-16 15:17:15,2025-02-16 16:04:15
v_000002353,u_001465,s_00081,2025-02-17 16:14:25,2025-02-17 16:23:25
v_000002354,u_001268,s_00128,2025-02-06 18:13:22,2025-02-06 18:22:22
v_000002355,u_000136,s_00140,2025-01-04 18:30:22,2025-01-04 19:12:22
v_000002356,u_001744,s_00051,2025-02-04 14:42:24,2025-02-04 15:07:24
v_000002357,u_001523,s_00088,2025-02-04 12:52:37,2025-02-04 13:31:37
v_000002358,u_001334,s_00044,2025-01-09 19:42:25,2025-01-09 21:43:25
v_000002359,u_000232,s_00063,2025-02-09 20:46:27,2025-02-09 21:04:27
v_000002360,u_000924,s_00045,2025-01-05 18:39:05,2025-01-05 18:45:05
v_000002361,u_001669,s_00133,2025-01-21 14:41:51,2025-01-21 15:12:51
v_000002362,u_000064,s_00096,2025-01-07 23:33:58,2025-01-07 23:50:58
v_000002363,u_000778,s_00139,2025-01-06 14:37:36,2025-01-06 14:57:36
v_000002364,u_001708,s_00087,2025-01-12 21:16:41,2025-01-12 21:24:41
v_000002365,u_000990,s_00120,2025-02-10 13:05:23,2025-02-10 13:20:23
v_000002366,u_000671,s_00017,2025-02-02 19:10:04,2025-02-02 19:28:04
v_000002367,u_000472,s_00131,2025-01-04 16:02:02,2025-01-04 16:36:02
v_000002368,u_000428,s_00128,2025-02-02 20:52:39,2025-02-02 21:11:39
v_000002369,u_000937,s_00110,2025-01-09 16:49:33,2025-01-09 17:08:33
v_000002370,u_001595,s_00058,2025-02-13 16:09:47,2025-02-13 16:45:47
v_000002371,u_000953,s_00093,2025-01-10 18:59:56,2025-01-10 19:15:56
v_000002372,u_001180,s_00051,2025-01-01 23:50:18,2025-01-02 00:13:18
v_000002373,u_001479,s_00090,2025-02-24 16:36:12,2025-02-24 16:51:12
v_000002374,u_001262,s_00031,2025-02-03 17:23:03,2025-02-03 17:56:03
v_000002375,u_001290,s_00058,2025-02-14 22:16:33,2025-02-14 22:24:33
v_000002376,u_001674,s_00129,2025-02-27 14:54:18,2025-02-27 14:56:18
v_000002377,u_000581,s_00112,2025-02-25 20:52:05,2025-02-25 21:02:05
v_000002378,u_001421,s_00078,2025-02-24 23:16:35,2025-02-24 23:19:35
v_000002379,u_001460,s_00023,2025-02-28 22:31:32,2025-02-28 22:32:32
v_000002380,u_000368,s_00136,2025-01-25 20:02:21,2025-01-25 21:02:21
v_000002381,u_000828,s_00074,2025-01-07 17:09:11,2025-01-07 17:10:11
v_000002382,u_000416,s_00051,2025-02-25 20:28:25,2025-02-25 20:31:25
v_000002383,u_001376,s_00098,2025-01-10 23:45:43,2025-01-10 23:52:43
v_000002384,u_000026,s_00011,2025-02-11 20:30:43,2025-02-11 21:26:43
v_000002385,u_000655,s_00093,2025-01-02 23:26:40,2025-01-02 23:27:40
v_000002386,u_000366,s_00076,2025-01-09 23:29:32,2025-01-09 23:51:32
v_000002387,u_000977,s_00118,2025-02-15 16:57:16,2025-02-15 17:14:16
v_000002388,u_000002,s_00087,2025-02-10 23:01:30,2025-02-10 23:13:30
v_000002389,u_001124,s_00008,2025-02-12 23:13:43,2025-02-12 23:18:43
v_000002390,u_001774,s_00087,2025-02-16 23:36:14,2025-02-16 23:42:14
v_000002391,u_000259,s_00114,2025-02-14 20:12:27,2025-02-14 21:07:27
v_000002392,u_001545,s_00106,2025-02-14 23:44:50,2025-02-15 00:12:50
v_000002393,u_000750,s_00082,2025-01-28 18:34:58,2025-01-28 18:44:58
v_000002394,u_001628,s_00054,2025-01-10 23:01:31,2025-01-10 23:33:31
v_000002395,u_000155,s_00147,2025-02-09 20:11:54,2025-02-09 20:17:54
v_000002396,u_000484,s_00093,2025-01-12 23:30:43,2025-01-12 23:34:43
v_000002397,u_001763,s_00101,2025-01-03 23:58:50,2025-01-04 00:08:50
v_000002398,u_000738,s_00071,2025-01-03 22:00:37,2025-01-03 22:14:37
v_000002399,u_000030,s_00050,2025-01-31 23:54:22,2025-02-01 00:11:22
v_000002400,u_001978,s_00121,2025-01-27 16:04:04,2025-01-27 16:26:04
v_000002401,u_000323,s_00056,2025-01-17 23:32:10,2025-01-17 23:34:10
v_000002402,u_000232,s_00063,2025-02-10 21:28:15,2025-02-10 22:17:15
v_000002403,u_000210,s_00125,2025-01-03 16:26:02,2025-01-03 16:43:02
v_000002404,u_001300,s_00061,2025-02-02 23:23:11,2025-02-02 23:58:11
v_000002405,u_000652,s_00115,2025-01-05 23:50:33,2025-01-06 00:00:33
v_000002406,u_001636,s_00097,2025-01-28 15:01:19,2025-01-28 15:19:19
v_000002407,u_001071,s_00122,2025-01-06 22:43:15,2025-01-06 22:53:15
v_000002408,u_000581,s_00112,2025-02-09 19:01:13,2025-02-09 19:18:13
v_000002409,u_001855,s_00090,2025-02-27 18:00:32,2025-02-27 18:23:32
v_000002410,u_000110,s_00083,2025-01-11 23:04:08,2025-01-11 23:51:08
v_000002411,u_001398,s_00116,2025-02-12 18:50:57,2025-02-12 19:49:57
v_000002412,u_001737,s_00019,2025-01-19 14:13:53,2025-01-19 15:17:53
v_000002413,u_000701,s_00140,2025-02-17 22:30:30,2025-02-17 22:39:30
v_000002414,u_000216,s_00105,2025-01-15 14:34:17,2025-01-15 15:08:17
v_000002415,u_001418,s_00012,2025-01-01 23:07:57,2025-01-01 23:40:57
v_000002416,u_000741,s_00092,2025-01-24 22:42:18,2025-01-24 22:56:18
v_000002417,u_000040,s_00131,2025-02-06 11:28:35,2025-02-06 11:41:35
v_000002418,u_001767,s_00090,2025-02-28 21:39:02,2025-02-28 22:02:02
v_000002419,u_000217,s_00083,2025-01-19 22:52:57,2025-01-19 22:55:57
v_000002420,u_001314,s_00004,2025-02-24 13:02:02,2025-02-24 13:03:02
v_000002421,u_001239,s_00004,2025-02-19 20:42:11,2025-02-19 21:29:11
v_000002422,u_001224,s_00000,2025-02-18 20:12:01,2025-02-18 21:45:01
v_000002423,u_000021,s_00110,2025-01-03 13:25:30,2025-01-03 13:29:30
v_000002424,u_001622,s_00006,2025-01-05 23:50:30,2025-01-05 23:55:30
v_000002425,u_001573,s_00055,2025-02-24 19:51:48,2025-02-24 21:00:48
v_000002426,u_000072,s_00002,2025-02-12 23:30:39,2025-02-12 23:40:39
v_000002427,u_001311,s_00038,2025-01-24 23:03:21,2025-01-24 23:56:21
v_000002428,u_001083,s_00144,2025-01-29 17:25:24,2025-01-29 17:59:24
v_000002429,u_001807,s_00001,2025-01-27 23:45:18,2025-01-28 00:31:18
v_000002430,u_000273,s_00009,2025-02-02 23:41:23,2025-02-02 23:42:23
v_000002431,u_001679,s_00003,2025-01-16 18:38:20,2025-01-16 19:44:20
v_000002432,u_000180,s_00134,2025-01-13 13:56:18,2025-01-13 14:03:18
v_000002433,u_001007,s_00021,2025-01-02 23:50:51,2025-01-03 00:16:51
v_000002434,u_001818,s_00107,2025-01-30 19:21:06,2025-01-30 19:50:06
v_000002435,u_000024,s_00043,2025-01-20 23:42:30,2025-01-20 23:43:30
v_000002436,u_000642,s_00081,2025-02-13 20:12:53,2025-02-13 21:02:53
v_000002437,u_000485,s_00060,2025-02-14 21:34:41,2025-02-14 21:53:41
v_000002438,u_001307,s_00064,2025-02-27 21:22:41,2025-02-27 21:27:41
v_000002439,u_000506,s_00010,2025-01-02 21:01:55,2025-01-02 22:11:55
v_000002440,u_000542,s_00140,2025-01-14 16:32:23,2025-01-14 16:46:23
v_000002441,u_001714,s_00113,2025-01-21 12:08:05,2025-01-21 12:09:05
v_000002442,u_000152,s_00149,2025-02-18 16:55:36,2025-02-18 17:00:36
v_000002443,u_000033,s_00148,2025-01-10 20:37:53,2025-01-10 20:38:53
v_000002444,u_001595,s_00058,2025-02-16 13:02:02,2025-02-16 14:04:02
v_000002445,u_000503,s_00057,2025-01-29 22:58:01,2025-01-29 23:17:01
v_000002446,u_000450,s_00074,2025-01-02 16:44:35,2025-01-02 16:57:35
v_000002447,u_001199,s_00042,2025-02-10 13:03:13,2025-02-10 13:22:13
v_000002448,u_001893,s_00147,2025-02-01 14:57:09,2025-02-01 15:25:09
v_000002449,u_000617,s_00127,2025-02-15 16:25:49,2025-02-15 16:49:49
v_000002450,u_000124,s_00076,2025-01-30 17:07:38,2025-01-30 17:08:38
v_000002451,u_001624,s_00062,2025-02-21 21:10:24,2025-02-21 21:21:24
v_000002452,u_001664,s_00034,2025-02-18 23:59:09,2025-02-19 00:29:09
v_000002453,u_001888,s_00055,2025-02-09 17:58:56,2025-02-09 18:24:56
v_000002454,u_001584,s_00000,2025-01-01 19:52:42,2025-01-01 20:07:42
v_000002455,u_000828,s_00061,2025-02-13 23:31:17,2025-02-13 23:34:17
v_000002456,u_001100,s_00061,2025-01-01 14:36:14,2025-01-01 15:08:14
v_000002457,u_000207,s_00029,2025-01-31 18:56:20,2025-01-31 19:09:20
v_000002458,u_000867,s_00022,2025-02-19 18:25:29,2025-02-19 18:28:29
v_000002459,u_000077,s_00135,2025-01-08 22:03:01,2025-01-08 22:58:01
v_000002460,u_000167,s_00064,2025-02-06 17:33:00,2025-02-06 17:36:00
v_000002461,u_001845,s_00111,2025-02-16 21:33:31,2025-02-16 21:39:31
v_000002462,u_000105,s_00084,2025-02-24 17:17:55,2025-02-24 17:22:55
v_000002463,u_001431,s_00010,2025-02-04 23:14:52,2025-02-04 23:17:52
v_000002464,u_001411,s_00087,2025-02-19 19:24:31,2025-02-19 19:36:31
v_000002465,u_000900,s_00096,2025-02-26 20:24:44,2025-02-26 20:26:44
v_000002466,u_000247,s_00125,2025-02-28 18:50:50,2025-02-28 19:24:50
v_000002467,u_001306,s_00116,2025-02-14 23:58:01,2025-02-15 00:06:01
v_000002468,u_001497,s_00065,2025-02-12 14:53:54,2025-02-12 14:55:54
v_000002469,u_001189,s_00084,2025-01-26 17:32:28,2025-01-26 17:43:28
v_000002470,u_001702,s_00084,2025-02-14 22:58:34,2025-02-14 23:22:34
v_000002471,u_001303,s_00108,2025-01-08 23:37:29,2025-01-09 00:33:29
v_000002472,u_000106,s_00124,2025-01-17 21:10:37,2025-01-17 21:40:37
v_000002473,u_000357,s_00108,2025-01-10 17:22:10,2025-01-10 17:26:10
v_000002474,u_000276,s_00012,2025-02-05 23:27:30,2025-02-05 23:28:30
v_000002475,u_000388,s_00033,2025-01-29 15:13:08,2025-01-29 15:14:08
v_000002476,u_000673,s_00102,2025-02-26 12:42:52,2025-02-26 13:06:52
v_000002477,u_001696,s_00081,2025-01-23 19:13:48,2025-01-23 19:32:48
v_000002478,u_000333,s_00005,2025-01-04 20:10:10,2025-01-04 20:34:10
v_000002479,u_001347,s_00051,2025-01-23 23:50:11,2025-01-24 00:05:11
v_000002480,u_000073,s_00093,2025-01-13 20:47:47,2025-01-13 20:57:47
v_000002481,u_001018,s_00013,2025-02-14 17:29:13,2025-02-14 18:28:13
v_000002482,u_001442,s_00103,2025-01-19 16:33:26,2025-01-19 16:42:26
v_000002483,u_001257,s_00003,2025-02-13 23:59:24,2025-02-14 00:15:24
v_000002484,u_000902,s_00040,2025-01-28 20:38:12,2025-01-28 20:47:12
v_000002485,u_000138,s_00092,2025-01-13 22:33:25,2025-01-13 22:45:25
v_000002486,u_000100,s_00042,2025-02-28 20:24:17,2025-02-28 20:31:17
v_000002487,u_001298,s_00051,2025-01-24 23:18:11,2025-01-24 23:30:11
v_000002488,u_001091,s_00050,2025-02-16 23:31:27,2025-02-17 00:33:27
v_000002489,u_001877,s_00140,2025-02-26 23:39:05,2025-02-26 23:49:05
v_000002490,u_001258,s_00049,2025-02-22 19:37:45,2025-02-22 20:06:45
v_000002491,u_000560,s_00136,2025-02-28 23:23:40,2025-02-28 23:42:40
v_000002492,u_000123,s_00062,2025-02-18 16:32:13,2025-02-18 16:35:13
v_000002493,u_001612,s_00129,2025-01-01 23:05:28,2025-01-01 23:13:28
v_000002494,u_000038,s_00088,2025-01-15 16:26:26,2025-01-15 17:19:26
v_000002495,u_001844,s_00052,2025-01-18 23:53:58,2025-01-19 00:13:58
v_000002496,u_001000,s_00016,2025-02-20 23:30:45,2025-02-20 23:47:45
v_000002497,u_000275,s_00145,2025-01-10 12:52:38,2025-01-10 14:03:38
v_000002498,u_000598,s_00068,2025-02-27 23:37:19,2025-02-28 00:16:19
v_000002499,u_000717,s_00126,2025-02-23 18:23:37,2025-02-23 18:40:37
v_000002500,u_001807,s_00082,2025-02-27 21:05:21,2025-02-27 21:12:21
v_000002501,u_000556,s_00039,2025-02-07 21:51:40,2025-02-07 22:10:40
v_000002502,u_001309,s_00113,2025-02-01 20:13:35,2025-02-01 21:10:35
v_000002503,u_000180,s_00134,2025-02-18 20:40:37,2025-02-18 21:17:37
v_000002504,u_000274,s_00126,2025-02-14 22:47:03,2025-02-14 22:54:03
v_000002505,u_001866,s_00092,2025-01-01 20:51:24,2025-01-01 20:54:24
v_000002506,u_001398,s_00136,2025-02-28 15:29:30,2025-02-28 15:35:30
v_000002507,u_000095,s_00060,2025-01-17 22:02:34,2025-01-17 22:36:34
v_000002508,u_001385,s_00106,2025-02-10 19:51:04,2025-02-10 20:10:04
v_000002509,u_000555,s_00132,2025-02-27 21:10:27,2025-02-27 21:32:27
v_000002510,u_001324,s_00032,2025-01-29 18:20:23,2025-01-29 18:26:23
v_000002511,u_001322,s_00087,2025-01-17 19:48:05,2025-01-17 20:23:05
v_000002512,u_001086,s_00038,2025-02-05 15:20:35,2025-02-05 15:36:35
v_000002513,u_001402,s_00088,2025-02-28 22:21:58,2025-02-28 22:35:58
v_000002514,u_000495,s_00002,2025-01-19 17:56:50,2025-01-19 18:10:50
v_000002515,u_001498,s_00054,2025-01-02 15:25:20,2025-01-02 15:56:20
v_000002516,u_001048,s_00094,2025-01-24 21:58:53,2025-01-24 22:32:53
v_000002517,u_001741,s_00034,2025-02-22 22:50:12,2025-02-22 23:43:12
v_000002518,u_001613,s_00079,2025-01-25 17:40:56,2025-01-25 18:52:56
v_000002519,u_000683,s_00108,2025-01-29 23:48:57,2025-01-30 01:06:57
v_000002520,u_001195,s_00131,2025-01-16 23:13:32,2025-01-17 00:17:32
v_000002521,u_000488,s_00128,2025-02-08 23:00:44,2025-02-08 23:23:44
v_000002522,u_001076,s_00124,2025-01-19 23:10:21,2025-01-19 23:13:21
v_000002523,u_001017,s_00098,2025-01-22 23:21:19,2025-01-22 23:22:19
v_000002524,u_001405,s_00012,2025-02-06 12:47:21,2025-02-06 13:04:21
v_000002525,u_000360,s_00061,2025-01-05 15:28:21,2025-01-05 15:29:21
v_000002526,u_001192,s_00145,2025-01-20 23:47:57,2025-01-20 23:58:57
v_000002527,u_000669,s_00070,2025-01-04 22:32:25,2025-01-04 23:31:25
v_000002528,u_000335,s_00008,2025-02-20 18:58:25,2025-02-20 19:18:25
v_000002529,u_000360,s_00015,2025-01-13 18:43:57,2025-01-13 19:30:57
v_000002530,u_001198,s_00070,2025-01-10 18:24:03,2025-01-10 18:35:03
v_000002531,u_000929,s_00014,2025-02-06 23:12:45,2025-02-06 23:16:45
v_000002532,u_000007,s_00130,2025-02-26 19:08:49,2025-02-26 20:05:49
v_000002533,u_001092,s_00135,2025-02-12 18:57:43,2025-02-12 18:58:43
v_000002534,u_001193,s_00038,2025-02-09 14:17:54,2025-02-09 14:31:54
v_000002535,u_000112,s_00132,2025-01-18 12:29:36,2025-01-18 12:32:36
v_000002536,u_001931,s_00089,2025-02-04 23:45:46,2025-02-05 00:08:46
v_000002537,u_001180,s_00051,2025-01-02 18:32:26,2025-01-02 18:51:26
v_000002538,u_001558,s_00033,2025-02-13 20:30:40,2025-02-13 20:55:40
v_000002539,u_001293,s_00073,2025-02-03 21:46:34,2025-02-03 21:50:34
v_000002540,u_000084,s_00037,2025-01-22 22:51:36,2025-01-22 23:45:36
v_000002541,u_000033,s_00086,2025-01-30 22:27:07,2025-01-30 22:35:07
v_000002542,u_001756,s_00100,2025-02-10 23:53:12,2025-02-10 23:59:12
v_000002543,u_001682,s_00078,2025-02-16 21:34:08,2025-02-16 21:37:08
v_000002544,u_000069,s_00143,2025-02-28 20:13:09,2025-02-28 21:06:09
v_000002545,u_000313,s_00084,2025-01-10 16:35:10,2025-01-10 16:38:10
v_000002546,u_000954,s_00113,2025-01-15 21:48:06,2025-01-15 21:51:06
v_000002547,u_001642,s_00052,2025-01-21 16:24:52,2025-01-21 16:25:52
v_000002548,u_000166,s_00113,2025-02-14 16:41:22,2025-02-14 16:44:22
v_000002549,u_000892,s_00076,2025-01-27 22:49:56,2025-01-27 23:09:56
v_000002550,u_000200,s_00110,2025-02-15 13:57:32,2025-02-15 13:58:32
v_000002551,u_001970,s_00126,2025-02-21 20:40:14,2025-02-21 21:15:14
v_000002552,u_001072,s_00076,2025-02-27 21:09:23,2025-02-27 21:31:23
v_000002553,u_000487,s_00061,2025-03-01 19:16:52,2025-03-01 19:34:52
v_000002554,u_000471,s_00015,2025-02-04 18:49:23,2025-02-04 18:54:23
v_000002555,u_000688,s_00071,2025-02-24 23:41:55,2025-02-24 23:56:55
v_000002556,u_000227,s_00101,2025-02-22 23:24:57,2025-02-22 23:42:57
v_000002557,u_001785,s_00114,2025-02-01 16:32:24,2025-02-01 16:50:24
v_000002558,u_001062,s_00145,2025-01-14 21:06:33,2025-01-14 21:30:33
v_000002559,u_000919,s_00034,2025-01-24 19:15:25,2025-01-24 19:38:25
v_000002560,u_001931,s_00057,2025-01-10 20:04:36,2025-01-10 20:22:36
v_000002561,u_000951,s_00049,2025-02-15 18:32:42,2025-02-15 19:29:42
v_000002562,u_001736,s_00120,2025-01-10 17:42:19,2025-01-10 18:07:19
v_000002563,u_000646,s_00139,2025-01-24 18:12:03,2025-01-24 18:13:03
v_000002564,u_000663,s_00007,2025-02-25 19:23:30,2025-02-25 19:28:30
v_000002565,u_001645,s_00102,2025-02-11 17:05:40,2025-02-11 17:23:40
v_000002566,u_000584,s_00118,2025-02-09 14:57:16,2025-02-09 14:58:16
v_000002567,u_001668,s_00029,2025-01-25 18:57:52,2025-01-25 19:07:52
v_000002568,u_000644,s_00010,2025-01-10 17:54:27,2025-01-10 18:20:27
v_000002569,u_001114,s_00061,2025-01-16 18:36:23,2025-01-16 18:59:23
v_000002570,u_000067,s_00053,2025-01-02 20:49:54,2025-01-02 21:31:54
v_000002571,u_001119,s_00128,2025-02-13 15:14:10,2025-02-13 15:23:10
v_000002572,u_001909,s_00096,2025-01-07 23:10:14,2025-01-08 00:21:14
v_000002573,u_001922,s_00044,2025-02-18 22:20:29,2025-02-18 22:36:29
v_000002574,u_000216,s_00084,2025-01-30 17:32:52,2025-01-30 18:14:52
v_000002575,u_001870,s_00126,2025-02-19 21:50:32,2025-02-19 22:38:32
v_000002576,u_001874,s_00138,2025-01-26 22:10:54,2025-01-26 22:16:54
v_000002577,u_001629,s_00120,2025-02-08 23:49:42,2025-02-09 00:02:42
v_000002578,u_001516,s_00068,2025-01-15 23:14:55,2025-01-15 23:25:55
v_000002579,u_001818,s_00099,2025-01-30 17:59:08,2025-01-30 18:06:08
