server_join_id,user_id,server_id,joined_ts
j_00001386,u_000380,s_00029,2025-02-18 12:49:17
j_00001387,u_000380,s_00046,2025-01-26 21:45:44
j_00001388,u_000381,s_00060,2025-02-05 23:45:38
j_00001389,u_000381,s_00115,2025-02-01 15:16:21
j_00001390,u_000381,s_00038,2025-01-31 23:03:46
j_00001391,u_000381,s_00097,2025-01-27 19:27:39
j_00001392,u_000381,s_00012,2025-02-15 12:20:44
j_00001393,u_000382,s_00069,2025-02-21 16:20:57
j_00001394,u_000382,s_00033,2025-02-24 16:31:16
j_00001395,u_000382,s_00057,2025-01-27 18:55:45
j_00001396,u_000382,s_00138,2025-01-21 21:48:02
j_00001397,u_000382,s_00019,2025-01-05 23:40:42
j_00001398,u_000382,s_00020,2025-01-27 14:42:09
j_00001399,u_000383,s_00078,2025-03-01 18:24:13
j_00001400,u_000383,s_00016,2025-01-16 16:32:11
j_00001401,u_000383,s_00087,2025-02-20 14:26:49
j_00001402,u_000383,s_00136,2025-02-15 20:48:22
j_00001403,u_000384,s_00017,2025-02-09 20:59:23
j_00001404,u_000384,s_00046,2025-02-03 12:26:21
j_00001405,u_000384,s_00128,2025-02-15 20:43:37
j_00001406,u_000384,s_00129,2025-01-06 15:03:54
j_00001407,u_000384,s_00127,2025-01-08 20:24:40
j_00001408,u_000384,s_00074,2025-01-12 23:52:06
j_00001409,u_000385,s_00136,2025-02-15 21:41:30
j_00001410,u_000386,s_00093,2025-01-26 20:31:06
j_00001411,u_000386,s_00125,2025-01-13 17:12:09
j_00001412,u_000387,s_00121,2025-01-03 20:48:11
j_00001413,u_000388,s_00037,2025-01-30 22:58:41
j_00001414,u_000388,s_00124,2025-01-24 21:23:52
j_00001415,u_000388,s_00033,2025-01-11 19:48:14
j_00001416,u_000388,s_00002,2025-01-02 20:35:56
j_00001417,u_000388,s_00022,2025-02-15 14:23:15
j_00001418,u_000389,s_00016,2025-02-16 17:19:18
j_00001419,u_000389,s_00113,2025-01-15 22:30:07
j_00001420,u_000389,s_00100,2025-01-30 23:24:02
j_00001421,u_000389,s_00053,2025-01-16 20:37:37
j_00001422,u_000390,s_00073,2025-01-25 23:08:24
j_00001423,u_000390,s_00137,2025-01-07 22:28:07
j_00001424,u_000391,s_00040,2025-02-26 19:44:33
j_00001425,u_000391,s_00039,2025-02-13 15:50:20
j_00001426,u_000392,s_00070,2025-02-24 23:16:23
j_00001427,u_000392,s_00110,2025-01-18 23:36:53
j_00001428,u_000392,s_00109,2025-02-22 23:18:24
j_00001429,u_000392,s_00144,2025-02-01 23:47:27
j_00001430,u_000393,s_00076,2025-01-12 14:21:41
j_00001431,u_000393,s_00013,2025-01-20 14:40:53
j_00001432,u_000394,s_00135,2025-02-18 08:25:44
j_00001433,u_000394,s_00110,2025-02-16 23:16:29
j_00001434,u_000394,s_00023,2025-02-13 22:34:18
j_00001435,u_000394,s_00033,2025-01-14 20:37:10
j_00001436,u_000395,s_00082,2025-02-08 15:40:07
j_00001437,u_000395,s_00039,2025-02-26 19:47:45
j_00001438,u_000395,s_00006,2025-01-03 20:40:44
j_00001439,u_000395,s_00061,2025-01-20 23:51:21
j_00001440,u_000396,s_00128,2025-01-05 21:25:56
j_00001441,u_000396,s_00110,2025-01-07 22:30:57
j_00001442,u_000397,s_00142,2025-03-01 19:28:37
j_00001443,u_000397,s_00117,2025-01-15 23:34:15
j_00001444,u_000398,s_00118,2025-01-11 22:08:30
j_00001445,u_000398,s_00009,2025-01-05 15:51:49
j_00001446,u_000398,s_00059,2025-02-28 23:31:30
j_00001447,u_000399,s_00100,2025-01-29 23:33:29
j_00001448,u_000399,s_00084,2025-02-17 21:52:31
j_00001449,u_000399,s_00086,2025-01-16 21:27:50
j_00001450,u_000399,s_00145,2025-02-08 23:27:24
j_00001451,u_000400,s_00118,2025-02-23 13:33:10
j_00001452,u_000400,s_00134,2025-02-10 23:56:30
j_00001453,u_000401,s_00037,2025-02-01 18:15:38
j_00001454,u_000401,s_00062,2025-01-13 23:09:56
j_00001455,u_000401,s_00072,2025-01-15 20:06:06
j_00001456,u_000402,s_00102,2025-02-05 15:44:56
j_00001457,u_000402,s_00112,2025-01-28 18:00:48
j_00001458,u_000402,s_00014,2025-01-03 23:42:42
j_00001459,u_000402,s_00069,2025-01-12 19:53:14
j_00001460,u_000403,s_00109,2025-01-26 17:40:12
j_00001461,u_000403,s_00000,2025-01-11 17:10:25
j_00001462,u_000404,s_00135,2025-02-03 22:39:10
j_00001463,u_000404,s_00038,2025-01-19 23:26:39
j_00001464,u_000404,s_00131,2025-01-18 11:01:45
j_00001465,u_000404,s_00108,2025-01-07 23:11:28
j_00001466,u_000405,s_00003,2025-01-31 20:44:41
j_00001467,u_000406,s_00040,2025-01-12 22:33:46
j_00001468,u_000407,s_00054,2025-02-07 18:29:54
j_00001469,u_000407,s_00147,2025-02-26 19:46:41
j_00001470,u_000408,s_00099,2025-02-24 20:31:14
j_00001471,u_000408,s_00097,2025-02-10 15:58:07
j_00001472,u_000409,s_00127,2025-02-18 16:03:56
j_00001473,u_000410,s_00013,2025-02-25 23:17:46
j_00001474,u_000410,s_00084,2025-02-10 13:11:50
j_00001475,u_000410,s_00001,2025-01-16 21:24:25
j_00001476,u_000410,s_00023,2025-01-31 18:54:09
j_00001477,u_000410,s_00047,2025-02-21 16:24:35
j_00001478,u_000410,s_00125,2025-02-10 23:18:38
j_00001479,u_000411,s_00055,2025-01-22 16:05:12
j_00001480,u_000411,s_00035,2025-01-11 15:23:28
j_00001481,u_000412,s_00098,2025-01-09 19:13:25
j_00001482,u_000412,s_00134,2025-01-23 16:11:15
j_00001483,u_000412,s_00048,2025-02-18 20:08:49
j_00001484,u_000412,s_00039,2025-02-03 20:37:29
j_00001485,u_000412,s_00010,2025-01-04 20:42:55
j_00001486,u_000413,s_00037,2025-02-25 19:44:00
j_00001487,u_000413,s_00029,2025-01-25 17:03:56
j_00001488,u_000413,s_00140,2025-01-24 22:55:39
j_00001489,u_000413,s_00005,2025-02-19 19:30:42
j_00001490,u_000413,s_00133,2025-01-23 18:33:17
j_00001491,u_000413,s_00112,2025-02-07 23:52:04
j_00001492,u_000414,s_00115,2025-02-25 19:16:13
j_00001493,u_000414,s_00022,2025-02-01 23:30:26
j_00001494,u_000414,s_00001,2025-02-06 23:04:20
j_00001495,u_000414,s_00117,2025-01-22 23:29:11
j_00001496,u_000414,s_00111,2025-02-23 22:15:00
j_00001497,u_000415,s_00001,2025-01-05 19:10:41
j_00001498,u_000415,s_00021,2025-01-17 19:37:40
j_00001499,u_000415,s_00094,2025-03-01 19:07:09
j_00001500,u_000415,s_00069,2025-01-30 11:58:46
j_00001501,u_000415,s_00109,2025-01-11 22:13:58
j_00001502,u_000416,s_00051,2025-01-25 20:04:59
j_00001503,u_000417,s_00009,2025-01-16 23:26:11
j_00001504,u_000417,s_00145,2025-02-01 19:23:25
j_00001505,u_000417,s_00044,2025-01-15 22:39:03
j_00001506,u_000418,s_00015,2025-01-24 14:40:00
j_00001507,u_000418,s_00032,2025-02-24 15:35:50
j_00001508,u_000418,s_00133,2025-01-05 10:34:58
j_00001509,u_000418,s_00052,2025-02-15 19:46:12
j_00001510,u_000418,s_00006,2025-01-05 16:39:27
j_00001511,u_000419,s_00040,2025-01-28 16:08:01
j_00001512,u_000419,s_00001,2025-02-10 21:27:48
j_00001513,u_000419,s_00044,2025-02-27 18:41:32
j_00001514,u_000419,s_00003,2025-01-16 14:16:17
j_00001515,u_000420,s_00043,2025-01-04 23:51:58
j_00001516,u_000421,s_00062,2025-02-15 19:28:08
j_00001517,u_000421,s_00040,2025-02-23 15:19:16
j_00001518,u_000421,s_00046,2025-02-03 17:22:44
j_00001519,u_000421,s_00147,2025-01-04 19:37:24
j_00001520,u_000422,s_00075,2025-01-31 19:42:42
j_00001521,u_000422,s_00069,2025-01-24 23:15:14
j_00001522,u_000422,s_00065,2025-01-28 19:10:39
j_00001523,u_000422,s_00025,2025-01-04 23:05:33
j_00001524,u_000422,s_00073,2025-01-20 18:29:02
j_00001525,u_000423,s_00109,2025-03-01 21:55:19
j_00001526,u_000423,s_00136,2025-01-03 23:57:17
j_00001527,u_000423,s_00040,2025-02-24 23:33:35
j_00001528,u_000423,s_00133,2025-02-01 23:31:26
j_00001529,u_000423,s_00073,2025-02-05 18:30:28
j_00001530,u_000424,s_00077,2025-02-26 19:14:10
j_00001531,u_000424,s_00100,2025-01-14 10:24:55
j_00001532,u_000424,s_00106,2025-03-01 19:56:44
j_00001533,u_000425,s_00144,2025-01-17 23:36:40
j_00001534,u_000425,s_00126,2025-01-21 23:14:16
j_00001535,u_000426,s_00083,2025-01-27 19:05:40
j_00001536,u_000426,s_00007,2025-02-06 23:45:14
j_00001537,u_000427,s_00141,2025-01-20 18:54:29
j_00001538,u_000427,s_00107,2025-02-17 17:06:16
j_00001539,u_000428,s_00128,2025-01-02 18:22:18
j_00001540,u_000428,s_00053,2025-02-09 15:51:38
j_00001541,u_000428,s_00043,2025-02-09 22:15:18
j_00001542,u_000429,s_00138,2025-02-02 21:10:43
j_00001543,u_000429,s_00125,2025-02-06 22:23:30
j_00001544,u_000430,s_00020,2025-02-14 18:23:58
j_00001545,u_000430,s_00118,2025-02-24 19:28:11
j_00001546,u_000430,s_00023,2025-01-14 11:57:56
j_00001547,u_000431,s_00128,2025-01-29 21:58:07
j_00001548,u_000432,s_00104,2025-02-03 20:34:32
j_00001549,u_000432,s_00021,2025-01-21 15:04:22
j_00001550,u_000433,s_00099,2025-02-28 19:15:45
j_00001551,u_000433,s_00130,2025-01-31 18:10:07
j_00001552,u_000434,s_00019,2025-02-05 23:00:15
j_00001553,u_000435,s_00065,2025-01-12 15:22:13
j_00001554,u_000435,s_00016,2025-01-25 21:00:55
j_00001555,u_000435,s_00017,2025-02-07 15:34:32
j_00001556,u_000435,s_00068,2025-01-26 17:16:09
j_00001557,u_000435,s_00051,2025-02-16 21:43:47
j_00001558,u_000435,s_00079,2025-01-09 19:31:17
j_00001559,u_000436,s_00084,2025-01-10 19:57:13
j_00001560,u_000436,s_00104,2025-01-21 21:29:29
j_00001561,u_000436,s_00112,2025-01-20 18:09:47
j_00001562,u_000436,s_00093,2025-02-18 23:55:50
j_00001563,u_000436,s_00074,2025-02-22 18:18:00
j_00001564,u_000437,s_00078,2025-01-29 19:45:53
j_00001565,u_000437,s_00040,2025-01-31 21:46:59
j_00001566,u_000437,s_00101,2025-01-18 20:55:19
j_00001567,u_000437,s_00096,2025-02-01 22:38:31
j_00001568,u_000437,s_00004,2025-02-12 21:30:22
j_00001569,u_000437,s_00133,2025-02-13 21:23:28
j_00001570,u_000438,s_00113,2025-02-28 18:26:39
j_00001571,u_000438,s_00029,2025-02-04 15:46:39
j_00001572,u_000438,s_00139,2025-01-21 14:33:28
j_00001573,u_000438,s_00065,2025-01-05 13:02:28
j_00001574,u_000439,s_00143,2025-02-11 23:22:29
j_00001575,u_000440,s_00090,2025-02-18 11:54:24
j_00001576,u_000440,s_00139,2025-02-03 23:12:07
j_00001577,u_000440,s_00089,2025-02-25 16:28:22
j_00001578,u_000440,s_00112,2025-01-20 23:50:42
j_00001579,u_000440,s_00051,2025-01-04 11:17:58
j_00001580,u_000440,s_00119,2025-02-07 19:40:48
j_00001581,u_000441,s_00000,2025-01-08 23:47:51
j_00001582,u_000441,s_00084,2025-01-06 22:19:46
j_00001583,u_000441,s_00038,2025-02-12 18:53:30
j_00001584,u_000442,s_00101,2025-01-27 12:26:40
j_00001585,u_000442,s_00124,2025-02-06 14:17:50
j_00001586,u_000442,s_00076,2025-02-14 23:13:13
j_00001587,u_000442,s_00048,2025-01-23 18:15:08
j_00001588,u_000442,s_00126,2025-02-06 19:33:15
j_00001589,u_000443,s_00064,2025-02-02 21:13:31
j_00001590,u_000443,s_00045,2025-02-04 14:21:47
j_00001591,u_000443,s_00120,2025-02-12 21:42:27
j_00001592,u_000444,s_00117,2025-01-23 18:52:58
j_00001593,u_000444,s_00052,2025-01-31 21:40:19
j_00001594,u_000444,s_00114,2025-02-05 17:31:27
j_00001595,u_000445,s_00060,2025-01-09 13:41:55
j_00001596,u_000445,s_00014,2025-01-13 18:24:10
j_00001597,u_000445,s_00039,2025-01-06 22:16:49
j_00001598,u_000446,s_00081,2025-01-12 21:44:09
j_00001599,u_000446,s_00002,2025-01-27 20:08:54
j_00001600,u_000447,s_00056,2025-02-26 23:54:19
j_00001601,u_000447,s_00147,2025-02-25 19:25:38
j_00001602,u_000447,s_00040,2025-02-15 20:49:42
j_00001603,u_000447,s_00016,2025-02-03 18:05:22
j_00001604,u_000448,s_00016,2025-01-13 23:29:33
j_00001605,u_000448,s_00129,2025-01-22 21:25:45
j_00001606,u_000448,s_00011,2025-02-15 17:21:52
j_00001607,u_000448,s_00090,2025-02-24 14:30:06
j_00001608,u_000448,s_00015,2025-02-27 23:39:29
j_00001609,u_000449,s_00001,2025-01-24 17:56:51
j_00001610,u_000450,s_00074,2025-01-30 20:49:33
j_00001611,u_000451,s_00060,2025-01-31 23:13:01
j_00001612,u_000451,s_00075,2025-01-04 23:58:07
j_00001613,u_000451,s_00037,2025-01-07 23:29:49
j_00001614,u_000451,s_00062,2025-01-03 17:27:25
j_00001615,u_000451,s_00024,2025-02-14 23:00:42
j_00001616,u_000451,s_00103,2025-01-14 20:40:53
j_00001617,u_000452,s_00060,2025-02-12 21:53:05
j_00001618,u_000452,s_00026,2025-01-23 23:17:27
j_00001619,u_000452,s_00044,2025-02-17 18:52:08
j_00001620,u_000452,s_00127,2025-01-07 20:05:50
j_00001621,u_000453,s_00118,2025-01-20 16:58:27
j_00001622,u_000453,s_00040,2025-01-13 23:15:52
j_00001623,u_000453,s_00050,2025-01-27 17:28:17
j_00001624,u_000453,s_00085,2025-02-03 23:00:08
j_00001625,u_000453,s_00037,2025-01-11 13:53:52
j_00001626,u_000453,s_00038,2025-02-10 22:30:36
j_00001627,u_000454,s_00096,2025-02-27 17:58:11
j_00001628,u_000454,s_00029,2025-01-03 22:22:41
j_00001629,u_000454,s_00134,2025-01-06 19:03:25
j_00001630,u_000454,s_00147,2025-02-27 17:40:02
j_00001631,u_000455,s_00099,2025-02-08 18:09:15
j_00001632,u_000455,s_00029,2025-02-25 16:36:45
j_00001633,u_000455,s_00055,2025-02-12 23:02:07
j_00001634,u_000455,s_00104,2025-02-13 15:10:20
j_00001635,u_000456,s_00118,2025-01-10 18:38:15
j_00001636,u_000456,s_00085,2025-01-31 21:40:43
j_00001637,u_000456,s_00090,2025-01-22 23:09:51
j_00001638,u_000456,s_00033,2025-02-20 19:11:47
j_00001639,u_000456,s_00128,2025-01-03 19:51:42
j_00001640,u_000456,s_00095,2025-01-02 21:00:05
j_00001641,u_000457,s_00118,2025-02-03 11:13:54
j_00001642,u_000457,s_00103,2025-02-28 15:58:09
j_00001643,u_000457,s_00008,2025-03-01 18:32:24
j_00001644,u_000457,s_00048,2025-02-05 17:01:49
j_00001645,u_000458,s_00105,2025-01-26 13:53:14
j_00001646,u_000458,s_00122,2025-01-17 23:20:13
j_00001647,u_000459,s_00110,2025-03-01 21:42:01
j_00001648,u_000459,s_00149,2025-01-11 20:38:21
j_00001649,u_000459,s_00030,2025-01-08 17:22:29
j_00001650,u_000459,s_00050,2025-01-31 20:22:28
j_00001651,u_000460,s_00010,2025-01-24 22:33:02
j_00001652,u_000460,s_00002,2025-01-30 18:22:12
j_00001653,u_000461,s_00139,2025-02-24 21:10:00
j_00001654,u_000461,s_00137,2025-01-17 16:43:13
j_00001655,u_000461,s_00003,2025-02-22 20:40:36
j_00001656,u_000462,s_00094,2025-01-13 23:36:00
j_00001657,u_000462,s_00108,2025-01-20 23:44:09
j_00001658,u_000462,s_00097,2025-01-01 23:31:32
j_00001659,u_000462,s_00086,2025-02-10 21:55:33
j_00001660,u_000462,s_00147,2025-02-21 20:53:53
j_00001661,u_000463,s_00078,2025-02-23 18:58:34
j_00001662,u_000464,s_00055,2025-01-11 12:06:55
j_00001663,u_000464,s_00134,2025-02-16 14:06:43
j_00001664,u_000464,s_00089,2025-01-09 19:28:33
j_00001665,u_000464,s_00019,2025-02-07 19:41:22
j_00001666,u_000464,s_00117,2025-02-12 23:14:06
j_00001667,u_000465,s_00147,2025-01-10 23:06:42
j_00001668,u_000465,s_00049,2025-01-07 17:02:56
j_00001669,u_000465,s_00062,2025-01-05 23:33:21
j_00001670,u_000465,s_00107,2025-02-12 18:58:21
j_00001671,u_000466,s_00122,2025-02-06 22:27:05
j_00001672,u_000466,s_00127,2025-01-08 23:44:35
j_00001673,u_000467,s_00038,2025-01-31 23:03:18
j_00001674,u_000468,s_00142,2025-02-17 18:12:00
j_00001675,u_000468,s_00105,2025-01-15 23:40:00
j_00001676,u_000468,s_00120,2025-02-06 12:24:20
j_00001677,u_000468,s_00104,2025-01-18 23:01:27
j_00001678,u_000468,s_00116,2025-01-16 19:13:27
j_00001679,u_000469,s_00048,2025-01-24 19:47:44
j_00001680,u_000469,s_00123,2025-01-22 11:41:31
j_00001681,u_000469,s_00001,2025-01-30 18:48:47
j_00001682,u_000469,s_00054,2025-01-13 23:21:17
j_00001683,u_000469,s_00036,2025-01-24 18:55:13
j_00001684,u_000470,s_00093,2025-02-07 22:55:32
j_00001685,u_000470,s_00100,2025-01-24 20:22:06
j_00001686,u_000470,s_00051,2025-02-09 23:12:45
j_00001687,u_000470,s_00020,2025-01-07 20:57:11
j_00001688,u_000470,s_00006,2025-01-09 16:20:54
j_00001689,u_000471,s_00005,2025-02-21 20:29:59
j_00001690,u_000471,s_00068,2025-01-28 23:55:32
j_00001691,u_000471,s_00015,2025-02-06 21:16:18
j_00001692,u_000472,s_00089,2025-02-14 19:53:20
j_00001693,u_000472,s_00131,2025-01-09 23:09:25
j_00001694,u_000472,s_00073,2025-02-28 23:17:28
j_00001695,u_000472,s_00020,2025-01-26 23:23:04
j_00001696,u_000473,s_00052,2025-02-23 21:28:11
j_00001697,u_000473,s_00047,2025-01-26 22:14:47
j_00001698,u_000473,s_00032,2025-01-25 23:53:03
j_00001699,u_000474,s_00053,2025-02-06 11:39:26
j_00001700,u_000474,s_00118,2025-01-12 21:40:52
j_00001701,u_000474,s_00132,2025-02-06 19:43:05
j_00001702,u_000475,s_00088,2025-02-28 18:38:55
j_00001703,u_000475,s_00070,2025-02-08 19:38:28
j_00001704,u_000476,s_00008,2025-01-05 13:39:25
j_00001705,u_000476,s_00115,2025-02-11 12:43:42
j_00001706,u_000477,s_00120,2025-01-03 23:55:46
j_00001707,u_000477,s_00129,2025-01-07 21:11:28
j_00001708,u_000477,s_00067,2025-01-18 10:31:04
j_00001709,u_000477,s_00003,2025-01-19 17:11:58
j_00001710,u_000477,s_00054,2025-01-01 23:10:00
j_00001711,u_000477,s_00128,2025-01-02 18:56:52
j_00001712,u_000478,s_00106,2025-02-17 23:28:26
j_00001713,u_000478,s_00085,2025-01-28 23:42:30
j_00001714,u_000478,s_00072,2025-01-12 14:43:45
j_00001715,u_000478,s_00083,2025-01-26 19:01:56
j_00001716,u_000479,s_00092,2025-02-11 18:29:09
j_00001717,u_000479,s_00072,2025-02-14 14:10:48
j_00001718,u_000480,s_00132,2025-01-18 14:18:39
j_00001719,u_000480,s_00074,2025-01-11 16:11:22
j_00001720,u_000480,s_00067,2025-02-27 17:39:25
j_00001721,u_000480,s_00017,2025-02-07 21:07:46
j_00001722,u_000480,s_00008,2025-02-28 23:27:08
j_00001723,u_000480,s_00050,2025-01-19 22:18:30
j_00001724,u_000481,s_00090,2025-01-07 23:57:43
j_00001725,u_000482,s_00063,2025-01-23 18:47:32
j_00001726,u_000482,s_00023,2025-01-20 22:21:26
j_00001727,u_000482,s_00149,2025-02-13 19:17:31
j_00001728,u_000482,s_00022,2025-02-12 18:43:30
j_00001729,u_000483,s_00046,2025-01-05 23:37:48
j_00001730,u_000484,s_00005,2025-02-05 10:33:49
j_00001731,u_000484,s_00011,2025-01-21 12:04:55
j_00001732,u_000484,s_00093,2025-02-06 21:04:04
j_00001733,u_000485,s_00123,2025-01-24 18:38:19
j_00001734,u_000485,s_00110,2025-02-02 14:28:52
j_00001735,u_000485,s_00092,2025-02-12 15:49:38
j_00001736,u_000485,s_00060,2025-01-18 16:01:22
j_00001737,u_000486,s_00065,2025-01-12 23:11:37
j_00001738,u_000486,s_00003,2025-02-12 23:47:27
j_00001739,u_000486,s_00058,2025-02-26 23:58:53
j_00001740,u_000486,s_00052,2025-01-27 13:44:33
j_00001741,u_000486,s_00056,2025-03-01 14:00:26
j_00001742,u_000486,s_00123,2025-01-12 14:03:37
j_00001743,u_000487,s_00057,2025-02-19 23:52:11
j_00001744,u_000487,s_00037,2025-03-01 21:29:46
j_00001745,u_000487,s_00005,2025-01-18 20:29:12
j_00001746,u_000487,s_00047,2025-01-09 20:57:01
j_00001747,u_000487,s_00061,2025-02-09 19:14:03
j_00001748,u_000487,s_00004,2025-02-22 15:17:03
j_00001749,u_000488,s_00080,2025-01-05 22:41:06
j_00001750,u_000488,s_00113,2025-02-08 19:54:03
j_00001751,u_000488,s_00096,2025-02-22 15:21:18
j_00001752,u_000488,s_00128,2025-01-02 22:09:57
j_00001753,u_000488,s_00147,2025-01-31 18:03:06
j_00001754,u_000488,s_00117,2025-01-05 20:00:40
j_00001755,u_000489,s_00021,2025-01-11 19:22:52
j_00001756,u_000489,s_00145,2025-01-30 23:31:48
j_00001757,u_000490,s_00137,2025-01-20 20:29:21
j_00001758,u_000491,s_00043,2025-01-06 16:14:03
j_00001759,u_000491,s_00116,2025-02-18 21:40:22
j_00001760,u_000491,s_00049,2025-01-13 21:52:36
j_00001761,u_000491,s_00031,2025-02-22 22:13:45
j_00001762,u_000491,s_00086,2025-01-11 23:40:08
j_00001763,u_000491,s_00058,2025-02-01 17:32:18
j_00001764,u_000492,s_00053,2025-02-13 22:41:36
j_00001765,u_000492,s_00149,2025-01-29 13:00:42
j_00001766,u_000492,s_00001,2025-01-26 19:40:18
j_00001767,u_000492,s_00110,2025-02-15 18:44:49
j_00001768,u_000492,s_00014,2025-01-01 23:40:48
j_00001769,u_000492,s_00141,2025-02-19 19:50:21
j_00001770,u_000493,s_00067,2025-02-11 22:44:32
j_00001771,u_000493,s_00016,2025-02-15 12:59:28
j_00001772,u_000494,s_00027,2025-01-26 18:40:40
j_00001773,u_000495,s_00002,2025-01-24 16:26:19
j_00001774,u_000495,s_00040,2025-02-04 23:50:19
j_00001775,u_000495,s_00064,2025-02-08 17:41:25
j_00001776,u_000495,s_00004,2025-02-25 20:33:12
j_00001777,u_000496,s_00072,2025-02-21 20:34:34
j_00001778,u_000497,s_00065,2025-01-04 13:21:57
j_00001779,u_000498,s_00043,2025-01-10 17:36:20
j_00001780,u_000498,s_00132,2025-02-26 21:28:51
j_00001781,u_000498,s_00122,2025-01-24 20:07:27
j_00001782,u_000498,s_00118,2025-02-04 10:26:09
j_00001783,u_000498,s_00053,2025-01-04 17:56:29
j_00001784,u_000498,s_00011,2025-01-07 23:19:29
j_00001785,u_000499,s_00006,2025-01-25 22:40:01
j_00001786,u_000499,s_00088,2025-02-13 23:24:28
j_00001787,u_000499,s_00039,2025-02-16 16:17:09
j_00001788,u_000500,s_00143,2025-02-23 23:23:47
j_00001789,u_000501,s_00120,2025-01-12 19:57:32
j_00001790,u_000501,s_00097,2025-01-13 23:06:18
j_00001791,u_000501,s_00099,2025-02-02 20:40:00
j_00001792,u_000501,s_00047,2025-02-02 11:49:34
j_00001793,u_000502,s_00070,2025-01-03 23:11:42
j_00001794,u_000502,s_00053,2025-01-27 18:45:25
j_00001795,u_000502,s_00072,2025-02-23 18:38:54
j_00001796,u_000503,s_00005,2025-01-10 14:20:11
j_00001797,u_000503,s_00057,2025-02-19 23:10:45
j_00001798,u_000503,s_00013,2025-01-27 17:56:29
j_00001799,u_000503,s_00051,2025-02-01 23:11:18
j_00001800,u_000504,s_00007,2025-02-08 18:56:17
j_00001801,u_000504,s_00076,2025-02-12 16:38:26
j_00001802,u_000504,s_00057,2025-02-08 23:51:04
j_00001803,u_000504,s_00132,2025-01-07 19:17:39
j_00001804,u_000504,s_00142,2025-01-18 19:01:24
j_00001805,u_000504,s_00078,2025-02-20 14:39:40
j_00001806,u_000505,s_00052,2025-01-03 18:22:30
j_00001807,u_000505,s_00075,2025-02-12 21:33:58
j_00001808,u_000506,s_00057,2025-02-01 14:27:04
j_00001809,u_000506,s_00040,2025-01-08 17:19:29
j_00001810,u_000506,s_00056,2025-01-08 18:43:32
j_00001811,u_000506,s_00010,2025-02-28 20:30:14
j_00001812,u_000507,s_00075,2025-01-02 23:38:40
j_00001813,u_000507,s_00096,2025-01-02 18:40:21
j_00001814,u_000507,s_00012,2025-01-02 17:40:45
j_00001815,u_000507,s_00084,2025-02-07 23:19:55
j_00001816,u_000507,s_00008,2025-02-25 18:46:51
j_00001817,u_000508,s_00112,2025-01-11 19:13:37
j_00001818,u_000508,s_00105,2025-02-17 18:56:43
j_00001819,u_000508,s_00036,2025-02-13 18:48:51
j_00001820,u_000509,s_00099,2025-01-14 20:33:58
j_00001821,u_000509,s_00114,2025-01-05 23:10:43
j_00001822,u_000509,s_00106,2025-01-30 21:54:54
j_00001823,u_000509,s_00048,2025-01-05 23:33:57
j_00001824,u_000509,s_00054,2025-01-07 23:48:10
j_00001825,u_000509,s_00011,2025-01-28 20:01:30
j_00001826,u_000510,s_00115,2025-02-18 21:20:21
j_00001827,u_000510,s_00146,2025-03-01 23:17:56
j_00001828,u_000510,s_00075,2025-02-07 15:48:44
j_00001829,u_000511,s_00023,2025-01-17 23:27:53
j_00001830,u_000511,s_00082,2025-01-20 17:07:20
j_00001831,u_000511,s_00141,2025-02-06 18:36:50
j_00001832,u_000512,s_00056,2025-01-11 15:09:04
j_00001833,u_000512,s_00072,2025-02-01 15:26:56
j_00001834,u_000512,s_00043,2025-02-16 23:59:13
j_00001835,u_000512,s_00096,2025-02-20 23:26:31
j_00001836,u_000512,s_00125,2025-01-04 17:25:42
j_00001837,u_000512,s_00046,2025-01-18 21:02:44
j_00001838,u_000513,s_00077,2025-01-16 20:27:12
j_00001839,u_000513,s_00102,2025-02-03 23:57:33
j_00001840,u_000513,s_00141,2025-01-12 23:57:31
j_00001841,u_000513,s_00012,2025-02-27 23:57:46
j_00001842,u_000514,s_00042,2025-02-25 19:21:19
j_00001843,u_000514,s_00011,2025-01-20 22:03:45
j_00001844,u_000514,s_00024,2025-01-25 22:14:36
j_00001845,u_000514,s_00093,2025-01-27 19:12:45
j_00001846,u_000514,s_00050,2025-01-03 15:04:52
j_00001847,u_000514,s_00110,2025-02-23 16:42:25
j_00001848,u_000515,s_00093,2025-02-16 23:31:25
j_00001849,u_000515,s_00113,2025-01-20 23:43:47
j_00001850,u_000515,s_00087,2025-02-02 19:11:46
j_00001851,u_000515,s_00149,2025-01-23 21:41:52
j_00001852,u_000515,s_00028,2025-01-14 23:03:33
j_00001853,u_000516,s_00048,2025-01-19 13:43:38
j_00001854,u_000516,s_00139,2025-01-07 18:48:03
j_00001855,u_000516,s_00053,2025-02-18 23:15:27
j_00001856,u_000516,s_00096,2025-02-09 21:19:14
j_00001857,u_000516,s_00145,2025-02-25 15:26:51
j_00001858,u_000517,s_00085,2025-01-01 20:34:07
j_00001859,u_000517,s_00055,2025-02-07 23:31:46
j_00001860,u_000518,s_00108,2025-02-03 09:06:50
j_00001861,u_000518,s_00002,2025-02-07 20:22:28
j_00001862,u_000518,s_00096,2025-03-01 18:30:40
j_00001863,u_000519,s_00073,2025-01-24 13:36:34
j_00001864,u_000519,s_00087,2025-01-09 20:37:41
j_00001865,u_000519,s_00109,2025-01-01 19:39:41
j_00001866,u_000519,s_00013,2025-01-30 19:26:15
j_00001867,u_000519,s_00089,2025-01-11 18:30:41
